"age","gender","deaths","child_age","nb_c","orphans"
"0-9","Female",0,0,0,0
"0-9","Female",0,1,0,0
"0-9","Female",0,2,0,0
"0-9","Female",0,3,0,0
"0-9","Female",0,4,0,0
"0-9","Female",0,5,0,0
"0-9","Female",0,6,0,0
"0-9","Female",0,7,0,0
"0-9","Female",0,8,0,0
"0-9","Female",0,9,0,0
"0-9","Female",0,10,0,0
"0-9","Female",0,11,0,0
"0-9","Female",0,12,0,0
"0-9","Female",0,13,0,0
"0-9","Female",0,14,0,0
"0-9","Female",0,15,0,0
"0-9","Female",0,16,0,0
"0-9","Female",0,17,0,0
"0-9","Male",0,0,0,0
"0-9","Male",0,1,0,0
"0-9","Male",0,2,0,0
"0-9","Male",0,3,0,0
"0-9","Male",0,4,0,0
"0-9","Male",0,5,0,0
"0-9","Male",0,6,0,0
"0-9","Male",0,7,0,0
"0-9","Male",0,8,0,0
"0-9","Male",0,9,0,0
"0-9","Male",0,10,0,0
"0-9","Male",0,11,0,0
"0-9","Male",0,12,0,0
"0-9","Male",0,13,0,0
"0-9","Male",0,14,0,0
"0-9","Male",0,15,0,0
"0-9","Male",0,16,0,0
"0-9","Male",0,17,0,0
"10-19","Female",0,0,0.020016874427131,0
"10-19","Female",0,1,0.0160117868917315,0
"10-19","Female",0,2,0.0120053983472185,0
"10-19","Female",0,3,0.00800040074441688,0
"10-19","Female",0,4,0.00399861721068249,0
"10-19","Female",0,5,0,0
"10-19","Female",0,6,0,0
"10-19","Female",0,7,0,0
"10-19","Female",0,8,0,0
"10-19","Female",0,9,0,0
"10-19","Female",0,10,0,0
"10-19","Female",0,11,0,0
"10-19","Female",0,12,0,0
"10-19","Female",0,13,0,0
"10-19","Female",0,14,0,0
"10-19","Female",0,15,0,0
"10-19","Female",0,16,0,0
"10-19","Female",0,17,0,0
"10-19","Male",0,0,0,0
"10-19","Male",0,1,0,0
"10-19","Male",0,2,0,0
"10-19","Male",0,3,0,0
"10-19","Male",0,4,0,0
"10-19","Male",0,5,0,0
"10-19","Male",0,6,0,0
"10-19","Male",0,7,0,0
"10-19","Male",0,8,0,0
"10-19","Male",0,9,0,0
"10-19","Male",0,10,0,0
"10-19","Male",0,11,0,0
"10-19","Male",0,12,0,0
"10-19","Male",0,13,0,0
"10-19","Male",0,14,0,0
"10-19","Male",0,15,0,0
"10-19","Male",0,16,0,0
"10-19","Male",0,17,0,0
"20-29","Female",159,0,0.0986607529134476,16
"20-29","Female",159,1,0.0917202319662403,15
"20-29","Female",159,2,0.0847659613141629,13
"20-29","Female",159,3,0.0778068751171768,12
"20-29","Female",159,4,0.0708536076303518,11
"20-29","Female",159,5,0.0648850599614705,10
"20-29","Female",159,6,0.0516278678894555,8
"20-29","Female",159,7,0.0430353009421265,7
"20-29","Female",159,8,0.0344433714236707,5
"20-29","Female",159,9,0.0258520441504178,4
"20-29","Female",159,10,0.0172437331722472,3
"20-29","Female",159,11,0.0125844639571835,2
"20-29","Female",159,12,0.00943921653543306,2
"20-29","Female",159,13,0.00629345528455284,1
"20-29","Female",159,14,0.00314706334742674,1
"20-29","Female",159,15,0,0
"20-29","Female",159,16,0,0
"20-29","Female",159,17,0,0
"20-29","Male",369,0,0.0640072009951552,24
"20-29","Male",369,1,0.0552032310431228,20
"20-29","Male",369,2,0.0463928063558183,17
"20-29","Male",369,3,0.037583179473394,14
"20-29","Male",369,4,0.0287806956054825,11
"20-29","Male",369,5,0.0202914059239043,7
"20-29","Male",369,6,0.0138102017437078,5
"20-29","Male",369,7,0.0103573413189771,4
"20-29","Male",369,8,0.00690471224699828,3
"20-29","Male",369,9,0.00345228509749304,1
"20-29","Male",369,10,0,0
"20-29","Male",369,11,0,0
"20-29","Male",369,12,0,0
"20-29","Male",369,13,0,0
"20-29","Male",369,14,0,0
"20-29","Male",369,15,0,0
"20-29","Male",369,16,0,0
"20-29","Male",369,17,0,0
"30-39","Female",1751,0,0.0834314754484743,146
"30-39","Female",1751,1,0.0883218400369246,155
"30-39","Female",1751,2,0.0931944097957538,163
"30-39","Female",1751,3,0.0980530965949823,172
"30-39","Female",1751,4,0.102908278705666,180
"30-39","Female",1751,5,0.109410801332477,192
"30-39","Female",1751,6,0.0971833376213194,170
"30-39","Female",1751,7,0.09665853243607,169
"30-39","Female",1751,8,0.0961341022984562,168
"30-39","Female",1751,9,0.095610252367688,167
"30-39","Female",1751,10,0.0949909181912323,166
"30-39","Female",1751,11,0.0889918340023414,156
"30-39","Female",1751,12,0.081705171878515,143
"30-39","Female",1751,13,0.0744179384107992,130
"30-39","Female",1751,14,0.0671295008018662,118
"30-39","Female",1751,15,0.0596074274310595,104
"30-39","Female",1751,16,0.055711477196057,98
"30-39","Female",1751,17,0.0458559270117442,80
"30-39","Male",4062,0,0.107930533717428,438
"30-39","Male",4062,1,0.10606523262561,431
"30-39","Male",4062,2,0.104181606973932,423
"30-39","Male",4062,3,0.102287491053212,415
"30-39","Male",4062,4,0.10039525578635,408
"30-39","Male",4062,5,0.100013885455129,406
"30-39","Male",4062,6,0.0881203802434612,358
"30-39","Male",4062,7,0.0811426433378197,330
"30-39","Male",4062,8,0.074165589193825,301
"30-39","Male",4062,9,0.067189291086351,273
"30-39","Male",4062,10,0.0601528011736279,244
"30-39","Male",4062,11,0.0509982059708982,207
"30-39","Male",4062,12,0.0421851812148481,171
"30-39","Male",4062,13,0.0333708795060592,136
"30-39","Male",4062,14,0.0245548781892404,100
"30-39","Male",4062,15,0.0156759615384615,64
"30-39","Male",4062,16,0.0130253888280394,53
"30-39","Male",4062,17,0.00976944323618964,40
"40-49","Female",2070,0,0.00970967421762473,20
"40-49","Female",2070,1,0.0153275376500066,32
"40-49","Female",2070,2,0.02094043613276,43
"40-49","Female",2070,3,0.0265471154121864,55
"40-49","Female",2070,4,0.0321494334322453,67
"40-49","Female",2070,5,0.0383257144003853,79
"40-49","Female",2070,6,0.038833327767725,80
"40-49","Female",2070,7,0.0466071870794078,96
"40-49","Female",2070,8,0.0543807754716981,113
"40-49","Female",2070,9,0.0621543133704735,129
"40-49","Female",2070,10,0.0698572954780808,145
"40-49","Female",2070,11,0.0680979724034119,141
"40-49","Female",2070,12,0.0743838798650168,154
"40-49","Female",2070,13,0.0806717789538273,167
"40-49","Female",2070,14,0.0869613389706954,180
"40-49","Female",2070,15,0.0928905732946298,192
"40-49","Female",2070,16,0.0979135381380067,203
"40-49","Female",2070,17,0.0997281669421488,206
"40-49","Male",4800,0,0.037807188686657,181
"40-49","Male",4800,1,0.0469270266385335,225
"40-49","Male",4800,2,0.0560348434829347,269
"40-49","Male",4800,3,0.0651300742624759,313
"40-49","Male",4800,4,0.0742183109227074,356
"40-49","Male",4800,5,0.0845757384010273,406
"40-49","Male",4800,6,0.0754885257443659,362
"40-49","Male",4800,7,0.0810402812920592,389
"40-49","Male",4800,8,0.0865920140651801,416
"40-49","Male",4800,9,0.0921439867688022,442
"40-49","Male",4800,10,0.0975976044183638,468
"40-49","Male",4800,11,0.0938285820371298,450
"40-49","Male",4800,12,0.0944516312710909,453
"40-49","Male",4800,13,0.0950757788004296,456
"40-49","Male",4800,14,0.0957004649365797,459
"40-49","Male",4800,15,0.0959516981132074,461
"40-49","Male",4800,16,0.0972383059583791,467
"40-49","Male",4800,17,0.0893246296650718,429
"50-59","Female",8597,0,0,0
"50-59","Female",8597,1,0.000414726361598312,4
"50-59","Female",8597,2,0.000829214995968826,7
"50-59","Female",8597,3,0.00124332547559967,11
"50-59","Female",8597,4,0.00165711120531298,14
"50-59","Female",8597,5,0.00210229651629475,18
"50-59","Female",8597,6,0.00310410959039316,27
"50-59","Female",8597,7,0.0044419135935397,38
"50-59","Female",8597,8,0.00577965818181818,50
"50-59","Female",8597,9,0.00711737339832868,61
"50-59","Female",8597,10,0.00844654124956853,73
"50-59","Female",8597,11,0.0116696111389864,100
"50-59","Female",8597,12,0.0155125224971878,133
"50-59","Female",8597,13,0.0193563414634146,166
"50-59","Female",8597,14,0.0232010471643097,199
"50-59","Female",8597,15,0.0269416763425254,232
"50-59","Female",8597,16,0.0343103656297919,295
"50-59","Female",8597,17,0.0409345140495868,352
"50-59","Male",19940,0,0.002105,42
"50-59","Male",19940,1,0.00363200079124357,72
"50-59","Male",19940,2,0.00515812628325718,103
"50-59","Male",19940,3,0.00668285942928041,133
"50-59","Male",19940,4,0.00820639686307756,164
"50-59","Male",19940,5,0.00984554591427195,196
"50-59","Male",19940,6,0.0129781624938312,259
"50-59","Male",19940,7,0.0174976483176312,349
"50-59","Male",19940,8,0.0220169186277873,439
"50-59","Male",19940,9,0.0265360834261838,529
"50-59","Male",19940,10,0.0310238557128063,619
"50-59","Male",19940,11,0.0339922194346881,678
"50-59","Male",19940,12,0.0409526602924634,817
"50-59","Male",19940,13,0.0479148780487805,955
"50-59","Male",19940,14,0.0548787571074501,1094
"50-59","Male",19940,15,0.061604267053701,1228
"50-59","Male",19940,16,0.0678607843373494,1353
"50-59","Male",19940,17,0.0749244206176599,1494
"60-69","Female",11303,0,0,0
"60-69","Female",11303,1,0,0
"60-69","Female",11303,2,0,0
"60-69","Female",11303,3,0,0
"60-69","Female",11303,4,0,0
"60-69","Female",11303,5,0,0
"60-69","Female",11303,6,0,0
"60-69","Female",11303,7,0,0
"60-69","Female",11303,8,0,0
"60-69","Female",11303,9,0,0
"60-69","Female",11303,10,0,0
"60-69","Female",11303,11,0.000319749540056866,4
"60-69","Female",11303,12,0.000639557930258718,7
"60-69","Female",11303,13,0.000959435112747354,11
"60-69","Female",11303,14,0.00127938329202508,14
"60-69","Female",11303,15,0.00159319666182873,18
"60-69","Female",11303,16,0.0032097143263965,36
"60-69","Female",11303,17,0.00463434545454545,52
"60-69","Male",26218,0,0,0
"60-69","Male",26218,1,0,0
"60-69","Male",26218,2,0,0
"60-69","Male",26218,3,0,0
"60-69","Male",26218,4,0,0
"60-69","Male",26218,5,0,0
"60-69","Male",26218,6,0.0003537,9
"60-69","Male",26218,7,0.0007074,19
"60-69","Male",26218,8,0.0010611,28
"60-69","Male",26218,9,0.0014148,37
"60-69","Male",26218,10,0.0017685,46
"60-69","Male",26218,11,0.00284837589897976,75
"60-69","Male",26218,12,0.0040944811023622,107
"60-69","Male",26218,13,0.0053408543488265,140
"60-69","Male",26218,14,0.00658750422802156,173
"60-69","Male",26218,15,0.0078102503628447,205
"60-69","Male",26218,16,0.0126717424534502,332
"60-69","Male",26218,17,0.0164264128316659,431
"70-79","Female",8279,0,0,0
"70-79","Female",8279,1,0,0
"70-79","Female",8279,2,0,0
"70-79","Female",8279,3,0,0
"70-79","Female",8279,4,0,0
"70-79","Female",8279,5,0,0
"70-79","Female",8279,6,0,0
"70-79","Female",8279,7,0,0
"70-79","Female",8279,8,0,0
"70-79","Female",8279,9,0,0
"70-79","Female",8279,10,0,0
"70-79","Female",8279,11,0,0
"70-79","Female",8279,12,0,0
"70-79","Female",8279,13,0,0
"70-79","Female",8279,14,0,0
"70-79","Female",8279,15,0,0
"70-79","Female",8279,16,0,0
"70-79","Female",8279,17,0,0
"70-79","Male",19202,0,0,0
"70-79","Male",19202,1,0,0
"70-79","Male",19202,2,0,0
"70-79","Male",19202,3,0,0
"70-79","Male",19202,4,0,0
"70-79","Male",19202,5,0,0
"70-79","Male",19202,6,0,0
"70-79","Male",19202,7,0,0
"70-79","Male",19202,8,0,0
"70-79","Male",19202,9,0,0
"70-79","Male",19202,10,0,0
"70-79","Male",19202,11,0,0
"70-79","Male",19202,12,0,0
"70-79","Male",19202,13,0,0
"70-79","Male",19202,14,0,0
"70-79","Male",19202,15,0,0
"70-79","Male",19202,16,0.0003591,7
"70-79","Male",19202,17,0.0007182,14
"80+","Female",5890,0,0,0
"80+","Female",5890,1,0,0
"80+","Female",5890,2,0,0
"80+","Female",5890,3,0,0
"80+","Female",5890,4,0,0
"80+","Female",5890,5,0,0
"80+","Female",5890,6,0,0
"80+","Female",5890,7,0,0
"80+","Female",5890,8,0,0
"80+","Female",5890,9,0,0
"80+","Female",5890,10,0,0
"80+","Female",5890,11,0,0
"80+","Female",5890,12,0,0
"80+","Female",5890,13,0,0
"80+","Female",5890,14,0,0
"80+","Female",5890,15,0,0
"80+","Female",5890,16,0,0
"80+","Female",5890,17,0,0
"80+","Male",13663,0,0,0
"80+","Male",13663,1,0,0
"80+","Male",13663,2,0,0
"80+","Male",13663,3,0,0
"80+","Male",13663,4,0,0
"80+","Male",13663,5,0,0
"80+","Male",13663,6,0,0
"80+","Male",13663,7,0,0
"80+","Male",13663,8,0,0
"80+","Male",13663,9,0,0
"80+","Male",13663,10,0,0
"80+","Male",13663,11,0,0
"80+","Male",13663,12,0,0
"80+","Male",13663,13,0,0
"80+","Male",13663,14,0,0
"80+","Male",13663,15,0,0
"80+","Male",13663,16,0,0
"80+","Male",13663,17,0,0
